Vehicle_ID,Engine_Temperature,Vibration,Battery_Voltage,Engine_Load,RPM,Oil_Quality_Index,Mileage_km,Vehicle_Age_Years,Failure_Status
V1347,73.74,0.115,13.86,71.5,2191.0,74.5,21859.0,2.28,0
V1348,79.25,2.314,13.08,20.1,2930.0,89.5,83545.0,1.49,0
V1349,83.29,,14.02,52.1,1878.0,87.3,15889.0,0.9,0
V1350,87.49,0.209,,25.2,2585.0,79.9,22407.0,2.8,0
V1351,96.8,2.636,13.11,13.7,2112.0,71.6,3441.0,7.66,0
V1352,91.86,5.208,14.1,40.4,2475.0,89.4,5697.0,11.74,0
V1353,83.72,0.422,12.78,23.6,2285.0,63.2,6616.0,14.31,0
V1354,84.85,2.795,12.34,67.0,2452.0,62.2,19176.0,3.03,0
V1355,76.98,1.45,,70.7,2307.0,68.9,33413.0,3.72,0
V1356,84.85,1.036,13.36,23.4,2347.0,92.4,500.0,3.48,0
V1357,82.69,1.038,13.84,12.2,1656.0,62.4,9479.0,2.51,0
V1358,100.66,4.603,12.18,81.4,2238.0,66.0,8692.0,0.66,1
V1359,78.38,1.446,13.99,10.2,2501.0,77.6,13147.0,0.27,0
V1360,89.15,1.936,12.69,41.0,2174.0,74.2,8173.0,2.3,0
V1361,110.48,4.015,10.86,54.5,2149.0,69.3,9768.0,0.82,1
V1362,84.13,1.132,12.88,83.7,1259.0,82.0,185747.0,8.71,0
V1363,88.21,2.985,12.89,85.5,2967.0,67.9,40644.0,5.74,0
V1364,90.52,0.872,12.06,75.2,1516.0,90.8,64728.0,3.85,0
V1365,81.79,2.426,13.1,32.2,1891.0,78.6,77002.0,0.19,0
V1366,86.79,1.512,13.47,74.8,1806.0,90.2,49575.0,3.89,0
V1367,85.1,1.269,12.59,32.2,2348.0,63.1,54795.0,3.88,0
V1368,85.78,6.341,12.45,29.3,2371.0,72.8,45020.0,2.31,0
V1369,93.16,4.902,11.32,59.2,2530.0,46.5,47162.0,4.29,1
V1370,92.3,6.276,12.17,71.1,2552.0,95.1,118681.0,7.81,1
V1371,98.77,,10.23,14.8,3062.0,100.0,9246.0,5.68,1
V1372,96.61,1.174,14.4,15.4,2047.0,70.7,14455.0,2.57,0
V1373,107.57,6.516,11.24,80.6,1784.0,80.6,4405.0,1.22,1
V1374,102.23,0.1,12.66,87.4,2083.0,76.7,81720.0,2.6,0
V1375,78.86,1.079,13.68,64.4,1647.0,55.6,26801.0,11.67,0
V1376,91.98,0.883,13.58,48.6,2027.0,93.7,106933.0,6.86,0
V1377,86.47,2.659,13.53,86.1,1424.0,70.9,23871.0,0.11,0
V1378,118.57,5.992,11.21,75.6,1782.0,44.3,26302.0,6.11,1
V1379,78.53,2.628,12.7,62.2,1356.0,64.3,26768.0,0.75,0
V1380,86.84,4.937,9.91,38.8,2804.0,54.1,42661.0,3.39,1
V1381,80.2,3.829,12.81,27.8,2256.0,76.8,65383.0,6.57,0
V1382,68.01,3.461,13.23,47.7,3140.0,76.7,19475.0,3.3,0
V1383,80.79,1.149,12.48,35.8,2755.0,92.8,44761.0,2.07,0
V1384,78.93,1.263,11.95,40.5,2805.0,100.0,10265.0,1.55,0
V1385,86.2,3.325,13.7,56.4,2130.0,100.0,36339.0,1.46,0
V1386,103.13,4.076,11.43,25.2,2445.0,59.6,35593.0,7.27,1
V1387,100.01,,13.45,82.6,1752.0,84.3,98805.0,6.97,0
V1388,102.91,5.62,10.66,23.1,1934.0,87.0,101784.0,6.93,1
V1389,101.09,2.077,11.09,53.3,2207.0,67.1,30055.0,1.33,1
V1390,77.81,1.105,14.4,77.1,1330.0,79.3,1121.0,6.42,0
V1391,109.09,6.1,10.47,53.7,1947.0,81.0,83785.0,0.15,1
V1392,74.44,1.097,12.53,42.5,2596.0,67.7,500.0,0.92,0
V1393,99.65,1.654,12.46,52.7,1955.0,94.2,29276.0,2.89,0
V1394,94.44,2.813,14.26,86.4,1832.0,78.5,899.0,2.09,0
V1395,81.25,3.976,12.99,99.1,2008.0,72.4,19565.0,0.47,0
V1396,84.37,7.113,12.74,66.8,2574.0,56.6,45572.0,0.17,1
V1397,109.36,8.791,9.8,81.4,2380.0,92.3,20877.0,3.78,1
V1398,84.08,1.781,13.22,11.3,2087.0,76.1,117711.0,1.5,0
V1399,103.82,2.871,11.47,89.2,2209.0,76.2,46070.0,0.1,1
V1400,72.24,0.685,13.83,95.9,2629.0,62.3,46787.0,2.25,0
V1401,80.2,5.228,13.4,61.8,2854.0,88.4,21110.0,1.47,0
V1402,99.64,4.767,10.83,77.8,1963.0,58.0,1769.0,3.44,1
V1403,97.47,8.15,12.59,56.1,2159.0,41.9,60304.0,10.63,1
V1404,91.21,5.264,11.82,35.8,2822.0,64.4,56684.0,1.47,1
V1405,107.76,8.089,12.74,86.7,2461.0,80.2,33988.0,20.0,1
V1406,93.19,4.35,11.11,63.7,1499.0,80.1,24224.0,0.36,1
V1407,83.86,3.016,12.83,62.1,1753.0,77.1,34779.0,0.37,0
V1408,103.2,8.978,11.95,69.3,1769.0,72.4,61814.0,4.99,1
V1409,89.12,1.322,12.75,87.0,1992.0,77.4,56139.0,5.52,0
V1410,105.39,6.528,11.91,75.9,2385.0,100.0,48297.0,2.2,1
V1411,76.0,0.779,12.64,29.0,3143.0,78.7,105349.0,1.35,0
V1412,90.12,9.426,12.12,52.0,2159.0,68.7,42360.0,6.32,1
V1413,95.22,2.237,14.29,98.2,2530.0,73.4,658.0,12.52,0
V1414,87.66,1.12,13.19,59.9,2767.0,71.9,43313.0,18.38,0
V1415,79.01,3.539,12.74,94.4,2943.0,76.0,42669.0,4.03,0
V1416,97.41,2.56,,83.2,2767.0,61.3,3248.0,5.39,0
V1417,85.93,0.348,12.94,69.9,1827.0,87.0,25116.0,6.91,0
V1418,94.43,1.451,13.45,41.4,1475.0,79.5,47383.0,6.42,0
V1419,85.54,0.815,13.08,37.4,1886.0,63.2,54859.0,20.0,0
V1420,101.49,0.885,12.97,67.9,2284.0,90.3,100593.0,6.65,0
V1421,99.04,,13.26,48.9,1828.0,46.5,82856.0,4.35,0
V1422,83.01,2.915,13.24,81.9,1387.0,100.0,5577.0,1.89,0
V1423,92.77,3.73,13.42,78.4,1592.0,100.0,42232.0,3.65,0
V1424,90.16,1.032,13.44,38.1,3703.0,100.0,40839.0,8.49,0
V1425,95.95,,12.95,73.2,2090.0,67.6,16292.0,1.46,0
V1426,77.28,7.205,12.92,54.5,3100.0,78.6,9156.0,0.12,0
V1427,90.49,2.255,13.0,39.1,2083.0,65.7,10014.0,1.59,0
V1428,101.24,6.164,12.04,47.2,2596.0,81.5,8796.0,12.9,1
V1429,70.93,1.712,13.67,90.6,2128.0,75.3,73857.0,6.32,0
V1430,75.53,0.184,12.8,42.4,2204.0,68.1,7228.0,0.83,0
V1431,68.69,2.712,12.9,35.9,2589.0,67.9,13818.0,0.1,0
V1432,82.84,5.802,12.51,41.7,1999.0,76.2,11053.0,4.42,0
V1433,90.74,1.175,12.1,29.3,1603.0,100.0,56150.0,3.46,0
V1434,97.02,0.156,12.26,59.0,1797.0,94.6,7760.0,0.35,0
V1435,85.59,0.681,12.4,23.3,1795.0,76.3,1096.0,13.53,0
V1436,,3.678,12.6,83.6,2242.0,72.3,21094.0,3.85,0
V1437,73.96,2.545,13.28,30.3,1252.0,84.3,16379.0,4.22,0
V1438,71.37,4.5,12.36,63.8,2353.0,65.8,22815.0,7.69,0
V1439,84.56,2.014,13.01,21.3,2833.0,71.6,63075.0,1.64,0
V1440,88.07,3.259,13.5,98.1,1946.0,45.7,560.0,3.27,0
V1441,84.74,1.416,12.5,50.9,1873.0,76.4,1730.0,3.43,0
V1442,68.46,0.735,12.7,84.0,3184.0,76.7,13286.0,13.69,0
V1443,88.09,5.317,10.08,79.2,2936.0,66.8,99005.0,0.56,1
V1444,74.56,3.72,12.43,74.2,2414.0,81.8,8335.0,5.69,0
V1445,90.36,1.199,13.82,84.5,1826.0,76.9,261984.0,3.42,0
V1446,87.93,5.458,13.3,19.0,2492.0,67.0,73724.0,7.47,0
V1447,77.48,5.559,14.29,71.1,1696.0,87.3,27408.0,7.13,0
V1448,80.89,0.861,12.56,33.9,1539.0,72.3,62000.0,0.1,0
V1449,76.53,0.898,13.91,80.7,2426.0,59.3,32918.0,1.19,0
V1450,93.89,4.637,11.53,96.1,1961.0,48.6,37561.0,0.8,1
V1451,96.72,6.263,11.56,91.1,1188.0,96.5,39120.0,2.48,1
V1452,77.11,1.473,14.63,20.3,2493.0,76.9,47078.0,9.43,0
V1453,104.89,,11.33,43.3,2930.0,76.3,2821.0,0.1,1
V1454,80.76,0.963,13.95,42.8,2530.0,74.3,43128.0,2.68,0
V1455,78.66,0.19,12.98,21.0,1951.0,93.3,56796.0,8.64,0
V1456,84.14,0.239,12.35,18.8,1130.0,77.1,16745.0,10.43,0
V1457,76.72,0.471,12.14,44.6,2273.0,98.2,172952.0,4.28,0
V1458,80.57,6.945,13.06,99.3,1872.0,77.2,7020.0,7.08,0
V1459,75.42,6.399,12.33,61.2,1749.0,34.9,108579.0,1.57,0
V1460,100.72,3.4,12.82,66.0,1227.0,94.0,50778.0,1.35,0
V1461,85.28,1.21,11.86,52.4,3139.0,79.7,49121.0,0.2,0
V1462,89.29,2.948,,69.6,1651.0,67.4,93945.0,2.8,1
V1463,86.71,1.981,12.07,96.1,1289.0,71.1,80198.0,2.43,0
V1464,84.1,2.766,12.96,63.0,3047.0,70.4,19070.0,1.86,0
V1465,83.23,1.048,12.17,15.9,2216.0,56.4,54992.0,0.48,0
V1466,89.91,2.66,13.74,54.4,2138.0,88.2,2337.0,1.05,0
V1467,100.58,4.204,10.81,99.3,2355.0,68.3,28064.0,0.91,1
V1468,80.76,1.231,12.83,44.9,2418.0,62.0,124967.0,11.53,0
V1469,80.39,1.626,13.34,63.4,2307.0,100.0,14415.0,13.58,0
V1470,82.8,6.525,13.22,19.6,1447.0,57.7,2307.0,0.1,0
V1471,66.58,0.95,12.25,22.7,1408.0,73.7,39354.0,0.75,0
V1472,82.03,6.218,10.28,88.7,1836.0,40.5,19740.0,8.79,1
V1473,95.93,0.822,13.47,37.0,1945.0,93.8,21489.0,0.16,0
V1474,98.16,0.718,12.93,37.5,2020.0,,39302.0,11.49,0
V1475,85.09,4.571,10.5,44.8,2314.0,87.3,43730.0,1.91,1
V1476,89.61,2.035,13.49,97.0,2060.0,60.9,25877.0,3.09,0
V1477,102.07,9.233,11.74,17.6,1860.0,50.8,31876.0,5.77,1
V1478,121.21,2.53,10.69,83.7,2397.0,63.8,224958.0,1.12,1
V1479,110.81,5.778,10.96,40.7,2557.0,95.2,141750.0,0.42,1
V1480,96.52,8.069,10.49,86.5,1796.0,83.7,55290.0,6.64,1
V1481,77.36,2.425,12.52,99.3,1516.0,50.8,7925.0,16.7,0
V1482,72.15,4.221,13.2,41.4,2290.0,38.7,20080.0,4.3,0
V1483,86.63,0.993,13.93,21.6,1990.0,70.2,96585.0,6.98,0
V1484,87.71,3.955,10.53,23.0,2618.0,91.4,24790.0,11.34,1
V1485,,3.221,12.8,78.3,1707.0,63.6,139918.0,1.04,0
V1486,79.83,0.555,12.9,23.0,1597.0,91.1,30151.0,1.73,0
V1487,76.35,0.906,13.28,33.4,1883.0,76.9,89047.0,0.99,0
V1488,98.5,1.569,13.59,28.4,2460.0,100.0,1621.0,0.26,0
V1489,100.95,2.594,11.57,42.0,2024.0,64.8,25625.0,5.27,1
V1490,84.94,1.721,12.62,16.7,2156.0,74.1,54218.0,0.63,0
V1491,107.34,3.327,12.06,87.1,1952.0,65.2,89636.0,0.39,1
V1492,95.23,8.285,10.13,87.4,2708.0,89.8,42330.0,1.77,1
V1493,92.68,7.344,9.88,47.2,2442.0,83.9,8562.0,0.25,1
V1494,109.38,16.248,13.75,65.1,1439.0,49.5,97639.0,0.79,1
V1495,89.31,0.625,12.52,67.8,2651.0,85.4,38485.0,0.29,0
V1496,76.7,2.781,12.75,77.4,2495.0,,5144.0,8.39,0
V1497,83.48,1.079,,56.9,2742.0,61.3,28050.0,6.05,0
V1498,89.91,3.963,11.4,55.9,1936.0,86.2,54021.0,7.85,1
V1499,89.94,7.455,11.54,66.8,1730.0,56.2,26986.0,8.11,1
V1500,92.41,2.086,13.56,73.3,2159.0,69.4,92084.0,11.57,0
V1501,100.28,1.483,12.13,41.2,2282.0,86.4,24800.0,0.83,0
V1502,73.81,2.479,13.76,39.7,2793.0,81.2,39409.0,9.21,0
V1503,89.5,0.942,13.31,34.3,2518.0,80.4,10674.0,2.98,0
V1504,79.79,0.913,13.23,59.4,2275.0,86.9,32348.0,0.73,0
V1505,81.1,1.114,13.25,42.4,2136.0,94.6,11346.0,4.27,0
V1506,80.26,4.398,,58.6,2208.0,56.4,11481.0,1.58,0
V1507,78.09,4.155,12.87,46.5,2003.0,80.0,14777.0,0.19,0
V1508,85.39,0.596,12.42,85.3,2539.0,89.5,2034.0,0.33,0
V1509,78.35,6.124,12.33,16.6,1474.0,86.5,8024.0,2.2,0
V1510,87.16,1.952,12.71,61.5,2204.0,72.6,24852.0,7.01,0
V1511,93.48,4.066,12.44,61.8,2722.0,71.7,6322.0,1.49,1
V1512,93.02,3.177,10.9,44.5,1632.0,87.4,6442.0,5.81,1
V1513,93.57,4.312,11.68,47.9,3172.0,78.2,154795.0,0.23,1
V1514,80.39,0.71,12.73,82.0,1661.0,91.4,25067.0,2.0,0
V1515,91.04,1.016,13.23,35.3,1948.0,76.6,23268.0,0.55,0
V1516,89.01,3.634,12.88,88.4,2713.0,69.4,14023.0,7.97,0
V1517,77.18,3.694,13.57,90.7,2926.0,48.5,32326.0,13.76,0
V1518,85.79,2.841,13.42,68.6,2379.0,71.5,40793.0,1.58,0
V1519,91.01,1.406,13.1,79.6,2366.0,56.5,24372.0,17.99,0
V1520,71.64,0.586,12.52,65.2,3094.0,47.6,22525.0,5.58,0
V1521,89.35,4.766,13.16,57.3,1516.0,62.0,54243.0,0.1,0
V1522,95.25,6.307,11.67,97.0,1338.0,85.5,134607.0,2.66,1
V1523,89.56,0.29,13.07,35.4,1238.0,71.4,94602.0,7.19,0
V1524,81.14,6.149,10.95,23.9,1774.0,77.7,5682.0,3.05,1
V1525,70.56,1.483,,35.9,1842.0,85.1,47540.0,3.19,0
V1526,71.98,3.298,13.19,65.3,2390.0,74.5,500.0,2.37,0
V1527,85.38,0.481,12.49,26.7,2704.0,64.7,45119.0,2.01,0
V1528,87.08,1.133,12.85,91.8,2654.0,68.3,28093.0,0.11,0
V1529,77.77,2.15,13.35,47.0,2640.0,86.6,30399.0,3.89,0
V1530,97.02,10.029,11.27,86.5,1721.0,74.6,39906.0,5.82,1
V1531,84.29,4.171,11.4,32.4,2392.0,36.8,61080.0,6.25,1
V1532,84.47,4.277,13.18,38.2,1833.0,69.7,58830.0,3.92,0
V1533,75.31,2.382,14.22,15.3,2500.0,83.0,2047.0,1.67,0
V1534,79.79,2.318,13.41,33.2,2221.0,77.7,60016.0,0.1,0
V1535,94.72,4.739,10.21,54.1,2642.0,59.7,79689.0,9.04,1
V1536,87.75,4.546,11.9,95.2,3388.0,63.8,3177.0,2.24,1
V1537,89.46,8.149,13.24,45.0,2184.0,45.8,17550.0,3.68,1
V1538,93.05,0.761,13.52,67.6,1648.0,83.2,70674.0,0.87,0
V1539,80.38,1.921,11.96,48.5,1384.0,84.3,30575.0,0.61,0
V1540,91.69,6.665,13.37,14.2,1752.0,73.0,53419.0,0.36,0
V1541,75.96,4.4,13.81,55.3,2733.0,69.7,31401.0,6.41,0
V1542,89.24,2.54,11.76,15.9,2442.0,58.8,172209.0,4.16,0
V1543,96.53,3.989,13.56,89.5,2315.0,80.0,123835.0,3.88,0
V1544,65.23,5.522,12.88,77.8,2391.0,50.4,14854.0,10.07,0
V1545,78.62,0.244,13.79,44.1,2560.0,86.7,21941.0,0.69,0
V1546,89.62,1.601,12.96,67.6,1421.0,83.7,25402.0,0.75,0
V1547,83.38,1.129,13.21,20.1,2693.0,92.5,4952.0,0.84,0
V1548,87.97,0.519,13.22,73.2,2395.0,75.8,23294.0,2.2,0
V1549,80.17,7.303,13.43,84.0,1480.0,67.2,67094.0,8.29,0
V1550,85.69,3.056,13.27,84.0,2368.0,81.5,84449.0,8.53,0
V1551,83.75,3.892,12.46,35.6,1549.0,86.7,97772.0,3.57,0
V1552,94.34,1.173,12.84,33.7,2455.0,57.6,660.0,4.29,0
V1553,100.66,2.46,11.39,56.9,2260.0,74.0,69974.0,9.12,1
V1554,87.7,1.992,13.74,97.1,1695.0,79.0,31429.0,3.91,0
V1555,88.83,6.768,11.52,92.8,2407.0,82.2,10389.0,1.04,1
V1556,81.1,3.48,12.61,42.4,2605.0,69.7,31079.0,4.88,0
V1557,96.03,4.573,11.4,80.2,1913.0,84.5,83681.0,5.88,1
V1558,102.1,4.875,12.68,92.9,2591.0,,25632.0,4.04,1
V1559,81.63,5.668,12.72,33.5,2061.0,,209357.0,1.28,0
V1560,87.32,4.915,13.45,84.7,2637.0,65.6,43150.0,2.04,0
V1561,176.45999999999998,4.959,,34.1,2152.0,81.1,30280.0,2.54,1
V1562,91.97,2.05,13.88,40.9,2787.0,66.7,15723.0,0.63,0
V1563,82.39,1.558,12.56,27.9,1743.0,76.5,500.0,2.41,0
V1564,,4.351,12.54,55.6,1758.0,58.8,42436.0,0.7,1
V1565,96.03,6.728,11.94,85.9,1806.0,91.1,38770.0,2.77,1
V1566,68.7,2.087,12.74,57.5,2263.0,62.7,32731.0,0.21,0
V1567,76.94,1.256,12.47,21.1,2124.0,76.2,34720.0,11.87,0
V1568,70.03,2.051,14.16,32.7,2343.0,74.0,83468.0,1.13,0
V1569,94.33,4.801,10.8,60.7,1618.0,64.5,17148.0,2.52,1
V1570,85.15,0.713,13.18,62.5,1841.0,36.8,35958.0,0.13,0
V1571,98.41,0.544,13.21,61.9,2835.0,90.9,51267.0,0.86,0
V1572,,1.284,13.01,16.9,2386.0,77.2,10597.0,4.73,0
V1573,83.25,5.66,13.47,77.8,2512.0,48.9,116454.0,0.47,0
V1574,91.64,4.558,12.44,91.8,2072.0,46.3,60123.0,3.96,0
V1575,67.31,0.42,14.16,55.9,2347.0,70.2,2465.0,0.1,0
V1576,86.88,0.875,12.51,74.7,1963.0,73.8,90147.0,2.5,0
V1577,91.17,3.438,12.91,92.3,1275.0,71.8,119583.0,5.11,0
V1578,73.17,1.425,12.14,67.8,2718.0,96.7,71023.0,10.43,0
V1579,,2.802,13.63,70.7,2291.0,50.0,24998.0,2.72,0
V1580,87.71,0.447,14.13,74.9,1834.0,78.2,233139.0,7.34,0
V1581,81.68,2.019,14.2,33.4,2201.0,84.7,5980.0,6.49,0
V1582,90.06,1.86,13.68,62.4,1967.0,84.4,34613.0,1.4,0
V1583,113.93,6.171,12.25,85.8,2949.0,88.4,8406.0,8.31,1
V1584,,2.684,13.0,36.7,2536.0,76.8,26040.0,4.09,0
V1585,86.99,2.23,12.81,90.7,1626.0,78.7,118041.0,0.44,0
V1586,94.62,1.374,10.51,65.8,1558.0,70.1,71152.0,11.19,1
V1587,86.17,8.645,10.98,48.1,2325.0,52.4,68564.0,0.78,1
V1588,105.4,4.922,12.3,66.1,2267.0,79.9,19653.0,2.54,1
V1589,78.15,1.088,12.48,46.2,2459.0,69.0,122499.0,2.51,0
V1590,85.57,2.187,11.63,85.4,2128.0,63.8,20668.0,3.93,0
V1591,81.18,1.462,12.25,53.4,1876.0,80.6,1836.0,4.37,0
V1592,88.83,1.698,13.49,91.1,2455.0,81.9,45700.0,1.06,0
V1593,87.67,4.51,11.97,55.9,2497.0,64.4,20269.0,1.74,0
V1594,93.3,0.871,12.72,69.4,2829.0,78.8,7511.0,0.62,0
V1595,99.88,4.892,10.66,99.8,2567.0,73.8,122765.0,0.54,1
V1596,82.84,4.641,13.15,23.2,1782.0,77.8,45631.0,6.97,0
V1597,77.17,2.996,13.14,76.3,2328.0,93.8,127003.0,5.56,0
V1598,81.45,1.767,13.24,22.5,2057.0,81.6,39358.0,2.34,0
V1599,88.02,1.019,12.91,85.5,1727.0,,2970.0,0.4,0
V1600,105.37,1.721,10.5,63.7,1306.0,61.7,1368.0,2.39,1
V1601,151.93,3.074,12.98,94.4,3324.0,63.8,103870.0,1.4,1
V1602,91.96,2.083,11.94,87.9,1921.0,82.2,1777.0,6.02,0
V1603,103.7,5.444,11.78,16.7,2137.0,51.2,42974.0,0.41,1
V1604,106.96,4.19,13.02,22.4,2310.0,69.7,15920.0,2.4,1
V1605,111.51,5.021,12.74,64.1,2256.0,63.6,52365.0,3.58,1
V1606,88.73,12.232,11.64,56.6,939.0,72.9,15079.0,17.0,1
V1607,75.04,1.903,12.66,25.2,2117.0,71.8,1707.0,0.38,0
V1608,70.77,1.678,13.03,21.6,3086.0,77.0,59060.0,0.48,0
V1609,96.97,1.809,12.99,60.8,2094.0,82.0,16757.0,17.71,0
V1610,100.29,2.461,12.5,14.4,3018.0,89.5,36013.0,2.08,1
V1611,84.56,1.573,13.31,88.6,2216.0,90.6,66898.0,5.45,0
V1612,87.24,0.251,12.79,82.6,2024.0,71.4,54604.0,6.12,0
V1613,76.0,1.777,12.94,80.7,2272.0,66.1,19286.0,1.51,0
V1614,104.57,2.264,13.56,11.4,2219.0,63.2,61994.0,0.96,0
V1615,86.03,4.805,12.24,14.3,2208.0,70.2,116972.0,1.29,0
V1616,85.88,0.861,12.86,59.5,1909.0,60.2,42369.0,5.78,0
V1617,105.35,7.89,11.96,99.5,1518.0,82.0,54708.0,7.34,1
V1618,88.85,1.486,12.36,40.8,2481.0,90.4,90415.0,4.81,0
V1619,86.79,0.96,10.88,41.0,2247.0,52.1,83502.0,2.33,0
V1620,78.68,3.265,13.87,22.1,3032.0,75.1,19496.0,1.22,0
V1621,88.77,1.347,12.99,70.7,2183.0,98.3,215621.0,2.22,0
V1622,112.71,3.394,11.05,68.2,1443.0,52.8,1304.0,9.84,1
V1623,95.76,2.036,13.55,19.1,2361.0,97.2,194425.0,7.96,0
V1624,97.75,3.133,12.88,52.1,2238.0,62.1,12706.0,1.56,0
V1625,92.21,5.868,11.42,70.0,1985.0,65.9,26127.0,1.59,1
V1626,137.07999999999998,1.728,13.22,54.4,2509.0,84.3,96817.0,6.06,0
V1627,83.99,1.454,13.03,70.7,2449.0,82.6,12607.0,2.22,0
V1628,99.58,6.204,11.18,83.5,1602.0,73.4,11457.0,3.4,1
V1629,93.75,1.288,12.54,71.7,1966.0,63.5,46365.0,2.19,0
V1630,82.37,5.597,11.34,65.5,2747.0,56.3,55004.0,1.11,1
V1631,97.24,2.054,13.44,86.8,1710.0,73.9,500.0,0.84,0
V1632,83.74,0.363,12.25,91.1,2114.0,71.8,26939.0,0.6,0
V1633,81.58,2.519,12.52,45.0,2314.0,63.1,30222.0,0.1,0
V1634,82.37,7.092,11.34,25.6,1623.0,71.2,14275.0,1.32,1
V1635,71.76,4.951,13.88,83.6,2151.0,78.8,35545.0,0.75,0
V1636,91.59,1.061,13.08,29.2,2134.0,91.0,7556.0,1.19,0
V1637,104.47,2.821,11.85,93.6,2038.0,77.9,17594.0,0.32,1
V1638,74.68,3.208,13.06,12.1,1435.0,72.4,56210.0,1.67,0
V1639,74.64,4.409,13.54,92.9,2200.0,62.6,93140.0,2.94,0
V1640,82.31,1.024,14.16,63.0,1891.0,63.8,40054.0,11.57,0
V1641,98.35,2.452,12.74,79.7,2733.0,78.2,3501.0,1.71,0
V1642,82.92,1.913,13.01,45.9,2408.0,79.1,51099.0,0.13,0
V1643,72.97,1.056,13.1,99.3,1811.0,71.7,102548.0,1.8,0
V1644,83.03,1.826,13.32,30.5,2002.0,88.6,31582.0,6.8,0
V1645,82.82,4.196,13.08,33.8,2263.0,75.9,30627.0,1.66,0
V1646,,2.06,12.67,14.6,2001.0,67.7,214091.0,1.38,0
V1647,98.09,6.724,11.12,94.6,1442.0,65.2,45514.0,10.05,1
V1648,83.15,3.088,14.46,51.0,2346.0,64.2,73802.0,1.41,0
V1649,90.57,4.46,13.19,70.7,2463.0,82.2,46793.0,14.06,0
V1650,109.58,4.632,9.57,71.9,2570.0,65.7,11234.0,7.15,1
V1651,107.98,5.501,,88.7,2669.0,76.6,15038.0,4.61,1
V1652,82.85,1.494,13.01,69.8,1786.0,62.3,49308.0,3.65,0
V1653,89.89,4.92,10.78,60.6,2592.0,72.5,27402.0,1.02,1
V1654,105.59,3.264,12.96,73.9,1629.0,74.2,23314.0,5.24,0
V1655,85.47,1.593,13.17,77.6,2379.0,100.0,1022.0,1.71,0
V1656,85.11,1.876,13.31,26.7,1846.0,55.4,97081.0,2.66,0
V1657,98.33,7.018,11.75,19.9,2409.0,87.1,97131.0,0.44,1
V1658,99.75,6.779,11.93,16.7,1446.0,63.5,27809.0,1.4,1
V1659,94.23,3.256,10.49,43.7,2471.0,95.2,54290.0,3.01,1
V1660,80.41,2.224,12.85,54.8,1807.0,64.5,8811.0,2.52,0
V1661,80.63,2.102,13.26,65.4,2441.0,90.5,31536.0,1.68,0
V1662,84.74,0.332,,96.2,2386.0,78.3,26001.0,2.55,0
V1663,80.65,2.253,,39.8,2393.0,55.0,48100.0,5.46,0
V1664,79.3,0.607,12.68,78.5,2224.0,78.0,28539.0,2.46,0
V1665,85.85,4.375,12.49,57.8,1616.0,82.7,31051.0,2.82,0
V1666,82.96,0.593,13.59,29.8,2945.0,83.8,15776.0,4.83,0
V1667,108.62,4.65,8.59,65.4,2135.0,71.4,2234.0,7.37,1
V1668,63.79,1.217,12.23,97.0,2134.0,100.0,112015.0,2.99,0
V1669,103.92,8.859,12.11,21.2,2892.0,100.0,554.0,11.84,1
V1670,105.53,6.851,11.06,55.7,1756.0,80.1,14866.0,1.74,1
V1671,68.41,0.141,12.05,14.6,2176.0,55.3,26708.0,1.16,0
V1672,82.26,1.981,13.38,38.9,2285.0,60.0,17295.0,4.72,0
V1673,82.03,0.718,13.11,65.9,2084.0,71.0,36125.0,0.77,0
V1674,73.74,2.259,13.31,85.7,2337.0,73.6,27863.0,9.21,0
V1675,78.78,3.211,13.04,75.7,1909.0,62.6,13275.0,1.95,0
V1676,76.12,2.404,13.26,51.7,2166.0,66.8,4146.0,4.79,0
V1677,107.92,7.155,11.91,91.8,2266.0,45.2,6658.0,3.38,1
V1678,92.49,1.628,13.28,37.2,2884.0,42.6,29977.0,0.22,0
V1679,102.47,3.693,11.29,77.9,3028.0,75.2,84170.0,4.94,1
V1680,90.77,3.267,12.95,52.7,2285.0,98.9,4773.0,6.24,0
V1681,75.97,1.388,12.95,90.9,2800.0,51.7,50883.0,16.18,0
V1682,80.8,0.947,13.14,81.8,1837.0,71.8,70679.0,2.15,0
V1683,98.05,3.521,11.97,91.1,3326.0,74.7,14581.0,2.8,1
V1684,85.88,1.946,12.69,29.3,2078.0,80.6,49650.0,8.31,1
V1685,90.7,2.023,13.32,70.1,2184.0,67.3,52221.0,1.25,0
V1686,83.08,2.568,13.23,76.5,2466.0,58.5,55363.0,0.84,0
V1687,82.0,1.062,13.73,76.8,2626.0,,99660.0,0.57,0
V1688,104.11,5.643,11.27,55.4,2114.0,45.7,22877.0,15.31,1
V1689,88.55,6.351,12.36,11.0,1196.0,80.7,12569.0,1.26,0
V1690,82.11,1.224,12.56,33.5,2528.0,62.9,35322.0,5.67,0
V1691,94.27,,14.1,39.1,1745.0,78.7,2907.0,2.39,0
V1692,87.26,10.424,10.51,86.7,2587.0,92.4,18286.0,1.1,1
V1693,89.93,2.018,13.34,85.7,2576.0,64.7,96638.0,9.78,0
V1694,89.74,1.781,12.41,19.4,2296.0,69.5,34173.0,2.49,0
V1695,95.83,3.96,11.59,95.5,2652.0,68.7,25825.0,3.34,1
V1696,102.43,4.364,10.32,26.4,1955.0,100.0,13897.0,1.01,1
